,player,type,pass_outcome,pass_cross,pass_shot_assist,pass_through_ball,pass_technique,shot_outcome,shot_statsbomb_xg,shot_type,dribble_outcome,match_id,minute,location_x,location_y,pass_end_x,pass_end_y
11277,Dennis Bergkamp,Pass,Incomplete,,,,,,,,,3749052,10,63.3,55.8,86.7,56.9
11278,Laureano Bisan-Etame Mayer,Pass,Unknown,,,,,,,,,3749052,10,74.2,76.0,73.5,74.6
11279,Robert Pirès ,Pass,Incomplete,,,,,,,,,3749052,11,75.5,76.0,108.3,50.5
11280,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,11,101.3,80.0,101.4,67.3
11281,Dennis Bergkamp,Pass,Incomplete,,,,,,,,,3749052,11,101.4,67.3,105.9,65.1
11282,Ashley Cole,Pass,,,,,,,,,,3749052,11,69.9,6.4,62.6,18.2
11283,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749052,11,60.2,21.5,63.7,46.0
11284,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749052,11,61.9,48.7,50.4,60.3
11285,Kolo Habib Touré,Pass,,,,,,,,,,3749052,12,49.8,60.3,52.8,56.2
11286,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749052,12,58.2,54.8,67.6,55.1
11287,Robert Pirès ,Pass,,,,,,,,,,3749052,12,60.0,45.6,68.9,33.9
11288,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749052,12,68.5,33.9,79.1,31.1
11289,Patrick Vieira,Pass,,,,,,,,,,3749052,12,79.1,31.1,87.8,5.3
11290,Ashley Cole,Pass,,,True,,,,,,,3749052,12,86.1,10.4,103.3,9.4
11291,Laureano Bisan-Etame Mayer,Pass,,,True,,,,,,,3749052,12,110.7,56.5,109.4,50.6
11292,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749052,12,29.9,53.7,43.1,53.7
11293,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749052,12,43.1,53.7,46.2,62.0
11294,Jens Lehmann,Pass,Incomplete,,,,,,,,,3749052,14,7.0,36.1,73.7,55.7
11295,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,14,31.3,67.3,43.5,50.6
11296,Dennis Bergkamp,Pass,,,,,,,,,,3749052,14,44.3,51.2,54.7,22.3
11297,Thierry Henry,Pass,,,,,,,,,,3749052,14,56.1,16.7,61.6,5.6
11298,Ashley Cole,Pass,,,,,,,,,,3749052,14,58.8,5.8,51.4,23.1
11299,Dennis Bergkamp,Pass,,,,,,,,,,3749052,14,45.7,26.2,42.5,74.6
11300,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,14,44.8,78.7,41.3,65.1
11301,Kolo Habib Touré,Pass,Out,,,,,,,,,3749052,14,47.6,64.1,92.0,0.6
11302,Ashley Cole,Pass,,,,,,,,,,3749052,15,58.2,0.1,67.5,15.7
11303,Robert Pirès ,Pass,,,,,,,,,,3749052,15,68.1,14.9,66.8,21.9
11304,Thierry Henry,Pass,,,,,,,,,,3749052,15,55.7,19.1,65.7,25.4
11305,Robert Pirès ,Pass,Incomplete,,,,,,,,,3749052,15,65.7,25.4,89.0,42.4
11306,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749052,15,56.1,7.4,74.9,17.4
11307,Thierry Henry,Pass,Incomplete,,,,,,,,,3749052,15,74.9,17.4,71.3,27.6
11308,Laureano Bisan-Etame Mayer,Pass,Incomplete,,,,,,,,,3749052,16,33.3,63.0,35.9,70.4
11309,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,16,30.5,80.0,46.2,65.8
11310,Dennis Bergkamp,Pass,Incomplete,,,,,,,,,3749052,16,46.2,65.9,48.1,58.6
11311,Jens Lehmann,Pass,Incomplete,,,,,,,,,3749052,17,14.7,39.0,93.0,20.1
11312,Ashley Cole,Pass,,,,,,,,,,3749052,17,20.9,41.5,34.2,42.4
11313,Eduardo César Daude Gaspar,Pass,Incomplete,,,,,,,,,3749052,17,34.8,41.9,56.8,42.6
11314,Kolo Habib Touré,Pass,Incomplete,,,,,,,,,3749052,18,21.8,50.6,44.5,46.8
11315,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749052,18,18.4,34.8,29.0,16.8
11316,Robert Pirès ,Pass,,,,,,,,,,3749052,18,29.5,16.7,46.6,6.2
11317,Dennis Bergkamp,Pass,Incomplete,,,,,,,,,3749052,18,67.2,17.2,63.4,65.1
11318,Laureano Bisan-Etame Mayer,Pass,Incomplete,,,,,,,,,3749052,19,5.6,80.0,37.5,74.3
11319,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749052,19,30.6,72.9,47.6,55.3
11320,Robert Pirès ,Pass,Incomplete,,,,,,,,,3749052,19,65.2,12.9,82.9,23.4
11321,Jens Lehmann,Pass,Incomplete,,,,,,,,,3749052,20,7.0,44.1,74.9,56.1
11322,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749052,20,71.4,72.9,63.0,75.3
11323,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,20,65.7,76.4,79.0,63.4
11324,Dennis Bergkamp,Pass,Incomplete,,,,,,,,,3749052,21,79.0,74.3,104.2,60.3
11325,Robert Pirès ,Pass,,,True,,Outswinging,,,,,3749052,21,120.0,80.0,109.3,40.4
11326,Kolo Habib Touré,Pass,Incomplete,,,,,,,,,3749052,21,46.6,54.8,74.9,53.4
11327,Patrick Vieira,Pass,,,,,,,,,,3749052,22,58.0,54.0,69.0,60.0
11328,Dennis Bergkamp,Pass,,,,,,,,,,3749052,22,65.2,61.3,54.0,73.6
11329,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,22,53.8,73.4,75.5,75.7
11330,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749052,22,73.9,75.6,65.4,79.0
11331,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,22,70.4,79.2,64.7,73.9
11332,Gilberto Aparecido da Silva,Pass,Incomplete,,,,,,,,,3749052,22,64.7,76.4,67.6,52.0
11333,Ashley Cole,Pass,,,,,,,,,,3749052,22,19.8,14.4,26.4,28.2
11334,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749052,22,26.4,28.2,26.2,8.4
11335,Ashley Cole,Pass,,,,,,,,,,3749052,22,26.4,7.8,57.4,10.6
11336,Dennis Bergkamp,Pass,Incomplete,,,,,,,,,3749052,22,57.1,10.6,55.4,7.8
11337,Dennis Bergkamp,Pass,,,,,,,,,,3749052,22,58.2,23.1,87.1,6.4
11338,Robert Pirès ,Pass,,,,,,,,,,3749052,22,113.1,11.2,88.8,27.9
11339,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749052,22,89.0,28.5,84.3,43.0
11340,Patrick Vieira,Pass,,,,,,,,,,3749052,22,84.3,44.2,95.0,73.4
11341,Laureano Bisan-Etame Mayer,Cross,Unknown,True,,,,,,,,3749052,22,100.9,75.0,111.0,35.3
11342,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,Unknown,,,,,,,,,3749052,23,45.2,33.8,53.6,19.6
11343,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749052,23,16.0,41.4,53.2,46.6
11344,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,23,18.8,66.2,4.2,53.7
11345,Jens Lehmann,Pass,,,,,,,,,,3749052,23,7.9,60.0,54.2,76.2
11346,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,24,33.8,67.2,24.8,68.6
11347,Kolo Habib Touré,Pass,Incomplete,,,,,,,,,3749052,24,23.6,69.6,13.9,63.9
11348,Dennis Bergkamp,Pass,,,,,,,,,,3749052,25,61.0,40.1,57.0,48.7
11349,Thierry Henry,Pass,,,,,,,,,,3749052,25,66.8,63.0,69.0,75.2
11350,Gilberto Aparecido da Silva,Pass,Incomplete,,,,,,,,,3749052,25,67.9,74.8,73.5,73.4
11351,Robert Pirès ,Pass,Incomplete,,,,,,,,,3749052,27,16.2,22.0,63.3,43.8
11352,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,27,64.3,67.3,73.3,60.9
11353,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749052,27,89.2,59.1,101.9,72.9
11354,Laureano Bisan-Etame Mayer,Cross,,True,,,,,,,,3749052,27,101.9,72.9,105.5,49.8
11355,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749052,28,32.8,48.2,36.6,40.1
11356,Kolo Habib Touré,Pass,,,,,,,,,,3749052,28,36.5,40.1,49.8,37.0
11357,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749052,28,49.5,37.0,30.6,22.0
11358,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749052,28,30.6,22.0,39.7,8.1
11359,Ashley Cole,Pass,Incomplete,,,,,,,,,3749052,28,62.8,4.3,77.9,29.9
11360,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749052,28,67.2,32.9,71.8,38.0
11361,Thierry Henry,Pass,,,,,,,,,,3749052,28,81.9,32.7,74.7,31.5
11362,Robert Pirès ,Pass,,,,,,,,,,3749052,29,75.5,36.7,87.8,54.4
11363,Patrick Vieira,Pass,,,,,,,,,,3749052,29,81.4,47.0,88.4,32.7
11364,Robert Pirès ,Pass,,,,,,,,,,3749052,29,69.9,26.8,67.6,38.6
11365,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,30,55.2,40.0,62.2,72.9
11366,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749052,30,59.1,73.9,60.5,59.7
11367,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,30,61.6,64.8,66.5,51.6
11368,Eduardo César Daude Gaspar,Pass,Incomplete,,,,,,,,,3749052,30,71.0,51.0,96.0,56.1
11369,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749052,30,67.9,59.5,70.0,52.0
11370,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749052,30,70.0,52.5,55.2,54.0
11371,Kolo Habib Touré,Pass,,,,,,,,,,3749052,30,55.7,54.3,54.2,37.0
11372,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749052,30,57.4,37.0,109.7,3.5
11373,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,Incomplete,,,,,,,,,3749052,31,44.9,29.7,53.6,46.0
11374,Eduardo César Daude Gaspar,Pass,Incomplete,,,,,,,,,3749052,32,31.9,54.0,49.4,48.8
11375,Kolo Habib Touré,Pass,,,,,,,,,,3749052,32,56.8,65.1,72.3,77.6
11376,Jens Lehmann,Pass,Incomplete,,,,,,,,,3749052,33,14.3,8.8,76.1,32.0
11377,Kolo Habib Touré,Pass,,,,,,,,,,3749052,33,39.9,45.8,46.9,52.3
11378,Laureano Bisan-Etame Mayer,Pass,Incomplete,,,,,,,,,3749052,33,46.7,52.3,58.0,48.4
11379,Jens Lehmann,Pass,,,,,,,,,,3749052,35,15.6,76.4,73.9,67.2
11380,Gilberto Aparecido da Silva,Pass,Incomplete,,,,,,,,,3749052,35,73.9,67.2,74.5,46.6
11381,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749052,35,54.7,45.2,60.2,45.2
11382,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749052,35,60.2,45.2,47.3,51.0
11383,Kolo Habib Touré,Pass,,,,,,,,,,3749052,35,57.5,57.9,61.2,74.6
11384,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,35,78.1,74.3,73.1,60.5
11385,Patrick Vieira,Pass,,,,,,,,,,3749052,35,73.1,60.3,63.3,34.4
11386,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749052,35,67.5,30.6,87.0,4.9
11387,Ashley Cole,Pass,,,,,,,,,,3749052,35,82.1,5.8,88.5,16.7
11388,Robert Pirès ,Pass,,,,,,,,,,3749052,35,92.6,16.4,109.4,3.4
11389,Ashley Cole,Pass,,,,,,,,,,3749052,35,111.9,4.2,111.9,12.5
11390,Thierry Henry,Pass,Incomplete,,,,Straight,,,,,3749052,36,120.0,0.1,116.6,31.3
11391,Thierry Henry,Pass,,,,,Straight,,,,,3749052,36,120.0,0.1,116.3,30.7
11392,Kolo Habib Touré,Pass,Incomplete,,,,,,,,,3749052,36,116.3,30.7,116.3,44.0
11393,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749052,36,41.5,63.1,38.0,75.3
11394,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,37,38.3,77.6,52.2,77.3
11395,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,37,49.1,80.0,63.0,68.2
11396,Patrick Vieira,Pass,,,,,,,,,,3749052,37,62.6,71.8,51.2,78.0
11397,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,37,62.2,78.1,62.4,47.4
11398,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749052,37,63.0,46.0,57.1,7.8
11399,Ashley Cole,Pass,,,,,,,,,,3749052,37,56.1,10.0,58.4,18.6
11400,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749052,37,19.1,38.0,32.4,49.6
11401,Gilberto Aparecido da Silva,Pass,Incomplete,,,,,,,,,3749052,37,33.4,49.8,40.1,19.5
11402,Patrick Vieira,Pass,,,,,,,,,,3749052,38,40.1,40.1,56.1,38.6
11403,Dennis Bergkamp,Pass,,,,,,,,,,3749052,38,64.4,41.5,80.0,9.8
11404,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749052,38,97.2,14.9,98.8,17.2
11405,Robert Pirès ,Pass,Incomplete,,,,,,,,,3749052,38,106.1,17.4,103.7,17.1
11406,Kolo Habib Touré,Pass,Incomplete,,,,,,,,,3749052,38,29.0,53.7,99.9,63.7
11407,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749052,38,95.7,80.0,85.2,73.4
11408,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,38,85.6,73.8,89.2,78.4
11409,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749052,38,85.6,77.6,72.8,55.8
11410,Patrick Vieira,Pass,,,,,,,,,,3749052,38,73.1,55.8,79.5,41.0
11411,Robert Pirès ,Pass,,,,,,,,,,3749052,38,79.5,41.2,66.8,44.2
11412,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749052,38,72.5,43.5,95.7,37.7
11413,Thierry Henry,Pass,Out,,,,,,,,,3749052,38,95.7,37.7,120.0,60.9
11414,Jens Lehmann,Pass,,,,,,,,,,3749052,40,8.9,34.5,72.5,24.7
11415,Thierry Henry,Pass,Incomplete,,,,,,,,,3749052,40,72.7,24.8,85.7,33.4
11416,Ashley Cole,Pass,,,,,,,,,,3749052,40,31.3,5.6,25.4,13.0
11417,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749052,40,25.3,13.0,32.7,4.2
11418,Ashley Cole,Pass,,,,,,,,,,3749052,41,40.1,0.1,54.6,8.1
11419,Thierry Henry,Pass,,,,,,,,,,3749052,41,54.7,7.8,41.8,4.9
11420,Ashley Cole,Pass,,,,,,,,,,3749052,41,41.1,5.3,46.7,23.7
11421,Robert Pirès ,Pass,,,,,,,,,,3749052,41,49.1,32.4,51.4,63.1
11422,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,41,51.4,63.9,54.7,54.4
11423,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749052,41,55.0,54.7,47.7,71.4
11424,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,41,48.0,70.8,57.4,77.8
11425,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749052,41,57.4,78.0,48.5,73.6
11426,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,41,61.9,76.2,70.3,60.9
11427,Robert Pirès ,Pass,,,,,,,,,,3749052,41,70.7,65.8,77.0,77.6
11428,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749052,41,82.5,75.2,92.2,78.4
11429,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,41,93.2,70.1,80.9,67.9
11430,Robert Pirès ,Pass,,,,,,,,,,3749052,41,81.4,67.9,74.1,55.4
11431,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749052,41,74.1,49.8,78.3,28.3
11432,Patrick Vieira,Pass,,,,,,,,,,3749052,41,79.0,28.5,72.1,8.8
11433,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,Incomplete,,,,,,,,,3749052,41,72.8,8.6,98.2,18.6
11434,Ashley Cole,Cross,Out,True,,,,,,,,3749052,41,102.0,9.4,120.0,57.9
11435,Kolo Habib Touré,Pass,,,,,,,,,,3749052,42,48.7,50.6,55.0,59.5
11436,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749052,42,55.0,59.5,53.8,54.4
11437,Eduardo César Daude Gaspar,Pass,Incomplete,,,,,,,,,3749052,42,53.8,54.4,61.6,47.4
11438,Ashley Cole,Pass,,,,,,,,,,3749052,42,39.9,32.4,48.0,44.4
11439,Jens Lehmann,Pass,Incomplete,,,,,,,,,3749052,44,7.0,44.1,74.1,39.4
11440,Dennis Bergkamp,Pass,Incomplete,,,,,,,,,3749052,44,81.8,41.5,109.7,51.9
11441,Jens Lehmann,Pass,Incomplete,,,,,,,,,3749052,45,7.0,36.1,89.8,25.9
11442,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749052,45,90.4,40.8,94.8,27.1
11443,Thierry Henry,Pass,,,True,,,,,,,3749052,45,95.4,26.9,104.7,47.2
11444,Kolo Habib Touré,Pass,,,,,,,,,,3749052,45,46.6,62.1,62.2,63.5
11445,Patrick Vieira,Pass,,,,,,,,,,3749052,45,59.8,60.9,54.7,19.9
11446,Ashley Cole,Pass,,,,,,,,,,3749052,45,60.0,16.4,70.4,6.4
11447,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749052,46,25.6,10.6,34.4,5.3
11448,Ashley Cole,Pass,,,,,,,,,,3749052,46,46.9,6.0,36.9,5.8
11449,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749052,46,29.6,9.0,29.9,19.9
11450,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749052,46,39.7,25.9,47.1,41.2
11451,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749052,46,47.1,40.8,54.3,25.9
11452,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749052,46,36.1,33.8,46.3,35.9
11453,Kolo Habib Touré,Pass,Incomplete,,,,,,,,,3749052,46,38.9,42.8,52.3,29.6
11454,Jens Lehmann,Pass,Unknown,,,,,,,,,3749052,47,7.0,36.1,71.8,26.5
11455,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749052,45,15.1,65.0,23.8,67.0
11456,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,45,19.1,80.0,37.6,76.1
11457,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,45,49.5,80.0,54.3,69.0
11458,Patrick Vieira,Pass,,,,,,,,,,3749052,45,54.7,68.4,51.1,77.1
11459,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,45,51.3,76.7,39.4,63.6
11460,Kolo Habib Touré,Pass,,,,,,,,,,3749052,45,32.8,56.2,46.7,58.4
11461,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749052,45,52.5,59.4,94.1,28.8
11462,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749052,45,88.7,43.5,97.4,19.2
11463,Thierry Henry,Pass,,,,,,,,,,3749052,45,97.2,19.4,107.6,14.1
11464,Eduardo César Daude Gaspar,Cross,Incomplete,True,,,,,,,,3749052,45,107.6,14.1,112.2,30.2
11465,Kolo Habib Touré,Pass,,,,,,,,,,3749052,46,50.5,80.0,72.6,75.3
11466,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749052,46,77.0,73.3,88.1,60.6
11467,Robert Pirès ,Pass,,,,,,,,,,3749052,46,82.5,55.4,84.9,63.2
11468,Patrick Vieira,Pass,,,,,,,,,,3749052,46,70.0,61.6,68.8,15.9
11469,Ashley Cole,Cross,Incomplete,True,,,,,,,,3749052,46,113.8,21.2,117.5,37.7
11470,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749052,46,20.1,52.3,25.2,58.6
11471,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749052,46,25.2,58.6,29.2,65.0
11472,Patrick Vieira,Pass,,,,,,,,,,3749052,46,37.6,63.0,55.1,77.1
11473,Dennis Bergkamp,Pass,Incomplete,,,,,,,,,3749052,46,56.9,77.5,58.6,76.5
11474,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,47,33.0,80.0,46.7,72.4
11475,Patrick Vieira,Pass,,,,,,,,,,3749052,47,44.1,71.6,38.0,77.1
11476,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,47,37.8,76.5,30.6,49.5
11477,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749052,47,38.0,47.1,50.7,18.0
11478,Ashley Cole,Pass,Incomplete,,,,,,,,,3749052,47,56.1,18.8,59.6,21.0
11479,Robert Pirès ,Pass,,,,,,,,,,3749052,47,61.4,26.6,54.7,23.4
11480,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749052,47,54.7,23.4,58.3,27.6
11481,Robert Pirès ,Pass,,,,,,,,,,3749052,47,81.9,29.0,102.8,19.8
11482,Thierry Henry,Cross,Incomplete,True,,,,,,,,3749052,47,117.3,20.0,113.4,38.1
11483,Ashley Cole,Pass,,,,,,,,,,3749052,47,98.4,0.1,83.5,9.3
11484,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749052,47,71.0,16.3,63.2,45.7
11485,Kolo Habib Touré,Pass,,,,,,,,,,3749052,48,66.6,51.1,74.6,72.6
11486,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,48,78.3,72.0,87.1,71.6
11487,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749052,48,87.1,71.6,91.3,56.8
11488,Laureano Bisan-Etame Mayer,Pass,Incomplete,,,,,,,,,3749052,48,56.9,77.1,74.4,52.5
11489,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749052,48,81.9,48.9,99.4,43.9
11490,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749052,48,100.4,43.1,114.9,47.3
11491,Jens Lehmann,Pass,,,,,,,,,,3749052,49,16.7,42.3,34.8,38.3
11492,Patrick Vieira,Pass,,,,,,,,,,3749052,49,34.8,38.3,52.1,43.1
11493,Dennis Bergkamp,Pass,,,,,,,,,,3749052,49,52.1,43.1,44.3,37.1
11494,Jens Lehmann,Pass,Incomplete,,,,,,,,,3749052,50,6.0,44.0,91.7,40.7
11495,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,50,62.0,70.0,40.1,77.5
11496,Kolo Habib Touré,Pass,Incomplete,,,,,,,,,3749052,50,40.9,75.7,42.3,76.3
11497,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,51,47.1,80.0,57.7,73.9
11498,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749052,51,57.7,73.9,48.9,77.9
11499,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,51,48.9,77.9,56.5,70.8
11500,Gilberto Aparecido da Silva,Pass,Incomplete,,,,,,,,,3749052,51,58.8,76.3,61.0,75.3
11501,Gilberto Aparecido da Silva,Pass,Incomplete,,,,,,,,,3749052,51,58.8,74.9,61.0,74.5
11502,Kolo Habib Touré,Pass,,,,,,,,,,3749052,51,48.7,67.4,52.5,63.0
11503,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749052,51,52.5,63.0,53.3,73.5
11504,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,51,52.5,75.7,56.5,78.3
11505,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,51,54.9,80.0,58.3,70.2
11506,Patrick Vieira,Pass,,,,,,,,,,3749052,51,52.7,57.4,42.7,28.2
11507,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,Incomplete,,,,,,,,,3749052,51,49.1,35.4,95.7,3.9
11508,Ashley Cole,Pass,,,,,,,,,,3749052,51,32.0,2.5,19.5,16.3
11509,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749052,51,22.8,15.9,31.6,0.9
11510,Ashley Cole,Pass,,,,,,,,,,3749052,51,32.4,0.9,45.9,15.7
11511,Robert Pirès ,Pass,,,,,,,,,,3749052,52,45.7,29.6,66.2,41.9
11512,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749052,52,80.9,21.6,95.5,2.7
11513,Thierry Henry,Cross,,True,,,,,,,,3749052,52,114.9,9.3,107.8,43.3
11514,Laureano Bisan-Etame Mayer,Pass,,,True,,,,,,,3749052,52,107.8,43.3,97.8,29.2
11515,Laureano Bisan-Etame Mayer,Pass,,,,,,,,,,3749052,52,19.7,58.2,2.5,51.1
11516,Jens Lehmann,Pass,Incomplete,,,,,,,,,3749052,52,2.5,51.1,62.2,41.9
11517,Patrick Vieira,Pass,,,,,,,,,,3749052,53,48.7,56.2,57.7,75.5
11518,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749052,53,56.1,75.3,50.7,71.2
11519,Laureano Bisan-Etame Mayer,Pass,Incomplete,,,,,,,,,3749052,53,47.7,71.8,111.2,66.4
11520,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749052,53,84.3,64.4,112.4,78.1
11521,Dennis Bergkamp,Cross,,True,,,,,,,,3749052,53,112.4,78.1,100.8,42.5
11522,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749052,54,45.9,54.6,62.2,50.7
11523,Robert Pirès ,Pass,,,,,,,,,,3749052,54,62.4,50.7,103.6,72.2
11524,Gilberto Aparecido da Silva,Cross,Incomplete,True,,,,,,,,3749052,54,106.2,71.4,110.6,43.9
11525,Ashley Cole,Pass,,,,,,,,,,3749052,54,101.0,21.4,105.0,12.5
11526,Thierry Henry,Cross,Incomplete,True,,,,,,,,3749052,54,115.1,17.4,116.7,36.7
11527,Kolo Habib Touré,Pass,Incomplete,,,,,,,,,3749052,54,5.5,66.4,30.4,71.8
11528,Laureano Bisan-Etame Mayer,Pass,Incomplete,,,,,,,,,3749052,55,19.5,80.0,31.0,72.4
11529,Patrick Vieira,Pass,,,,,,,,,,3749052,55,38.8,34.8,51.5,33.8
11530,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749052,55,51.5,33.8,56.1,37.7
11531,Ashley Cole,Pass,,,,,,,,,,3749052,56,16.9,24.0,19.5,29.4
11532,Eduardo César Daude Gaspar,Pass,Unknown,,,,,,,,,3749052,56,19.3,29.4,22.8,29.6
11533,Jens Lehmann,Pass,Incomplete,,,,,,,,,3749052,56,19.7,28.4,103.0,11.9
11534,Patrick Vieira,Pass,Incomplete,,,,,,,,,3749052,57,87.9,5.9,101.0,20.0
11535,"Sulzeer Jeremiah ""Sol"" Campbell",Pass,,,,,,,,,,3749052,57,67.6,26.6,81.3,44.9
11536,Gilberto Aparecido da Silva,Pass,,,,,,,,,,3749052,57,83.7,43.5,90.3,33.0
11537,Eduardo César Daude Gaspar,Pass,,,,,,,,,,3749052,57,90.5,33.6,73.6,38.3
11538,Patrick Vieira,Pass,,,,,,,,,,3749052,57,72.4,39.7,82.3,46.9
11539,Robert Pirès ,Pass,,,,,Through Ball,,,,,3749052,57,86.9,46.5,111.0,48.9
11540,Jens Lehmann,Pass,,,,,,,,,,3749052,58,13.3,36.3,82.1,6.1
